officer_id,officer_name,star,rank,unit,as_of
4975,"MC CAFFERTY, MICHAEL",9216,PO,025,2015-09-01
4976,"MC CAIN, THOMAS",18615,PO,025,2015-09-01
4977,"MC CALL JR, JOHN",19660,PO,171,2015-09-18
4978,"MC CALL, DANIEL",1786,SGT,011,2015-09-01
4979,"MC CALL, SHIRLEY",18344,PO,123,2015-09-01
4980,"MC CALLISTER, ROBERT",12130,PO,019,2015-09-01
4981,"MC CALLUM, RYAN",16333,PO,015,2015-09-01
4982,"MC CANN, KATHLEEN",3636,PO,189,2015-09-01
4983,"MC CANN, RAYMOND",13127,PO,008,2008-12-05
4983,"MC CANN, RAYMOND",,,008,2015-09-01
4984,"MC CANN-DOUCHEE, DEATRA",,PO,376,2015-09-01
4985,"MC CARTHY, GARRY",,,111,2006-05-09
4986,"MC CARTY, TODD",17000,PO,020,2015-09-01
4987,"MC CLAY, DARRELL",6756,PO,011,2015-09-01
4988,"MC CLEARN, KRISTYN",8877,PO,017,2006-05-09
4989,"MC CLELLAND III, WILLIAM",1420,SGT,212,2015-09-01
4990,"MC CLENDON, ASHLEY",11815,PO,003,2015-09-01
4991,"MC CLENDON, EMMETT",1467,SGT,006,2015-09-01
4992,"MC CLENDON, EMMETT",18677,,193,2015-09-01
4993,"MC CLENDON, LANCE",7634,PO,004,2015-09-01
4994,"MC CLINTOCK, MICHAEL",8225,PO,006,2015-09-01
4995,"MC CLINTON, PAMELA",20682,,620,2015-09-01
4996,"MC CLINTON, PAMELA",,DET,620,2015-09-01
4997,"MC CLOUD, DARRYL",,PO,003,2015-09-01
4998,"MC COLLOM, JAMES",,,,2015-09-01
4999,"MC CORMACK, BRENDAN",15336,PO,050,2015-09-01
5000,"MC CORMACK, KATHLEEN",19924,PO,017,2015-09-01
5001,"MC CORMACK, PATRICK",20573,DET,630,2015-09-01
5002,"MC COY II, OTHA",,PO,015,2015-11-14
5003,"MC COY, VERNETTA",1142,SGT,261,2006-05-09
5004,"MC CRAY - JONES, IRISH",,PO,701,2015-09-01
5005,"MC CRAY, CARLE",5105,PO,022,2008-12-05
5006,"MC CRAY, DAVID",18508,PO,311,2006-05-09
5006,"MC CRAY, DAVID",,,010,2015-09-01
5007,"MC CREARY, BRANDON",10761,PO,006,2015-09-01
5008,"MC CRUDDEN, BRENDAN",2495,SGT,630,2015-09-01
5009,"MC DERMOTT, BRIAN",201,LT,002,2015-09-18
5010,"MC DERMOTT, BRIAN",938,,,2015-09-01
5011,"MC DERMOTT, JOHN",16988,,,2015-09-01
5012,"MC DERMOTT, JOHN",,PO,022,2015-09-01
5013,"MC DERMOTT, MARK",2457,SGT,020,2015-09-01
5014,"MC DERMOTT, MICHAEL",9813,PO,016,2015-09-01
5015,"MC DERMOTT, SARAH",500,LT,014,2015-09-01
5016,"MC DERMOTT, THOMAS",834,SGT,022,2015-09-01
5017,"MC DERMOTT, TIMOTHY",21084,,610,2015-09-01
5018,"MC DERMOTT, TIMOTHY",,DET,376,2015-09-01
5019,"MC DEVITT, BERNARD",2954,PO,312,2015-09-01
5020,"MC DONAGH, THOMAS",20967,DET,541,2015-09-01
5021,"MC DONALD, CHARLES",2894,,,2015-09-01
5022,"MC DONALD, CHARLES",7605,PO,022,2008-12-05
5023,"MC DONALD, DANIEL",2218,SGT,018,2008-12-05
5024,"MC DONALD, DONALD",,PO,002,2015-09-01
5025,"MC DONALD, KEVIN",2262,SGT,005,2015-09-18
5026,"MC DONALD, KEVIN",17591,,153,2015-09-01
5027,"MC DONALD, ROBERT",1312,SGT,018,2015-09-18
5028,"MC DONOUGH, PATRICK",14416,PO,189,2015-09-01
5029,"MC DOWELL, AMY",8064,PO,024,2015-09-01
5030,"MC ELRATH, DENOGYA",1782,SGT,376,2015-09-01
5031,"MC FADDEN JR, GARDNER",4446,PO,312,2015-03-11
5032,"MC FARLANE, RICHARD",227,LT,008,2008-12-05
5033,"MC GAVOCK, SHAWN",1983,,011,2015-09-18
5034,"MC GEE JR, JOHN",1254,SGT,376,2008-12-05
5035,"MC GEE, TAMAR",8251,PO,015,2006-05-09
5036,"MC GHEE, ROBIN",8004,PO,189,2015-09-01
5037,"MC GHEE, WILLIE",16942,PO,022,2015-09-01
5038,"MC GLYNN, PETER",1734,SGT,008,2015-09-01
5039,"MC GOVERN, EDWARD",17323,PO,011,2015-09-01
5039,"MC GOVERN, EDWARD",,,011,2015-09-01
5040,"MC GOVERN, GARY",10107,,,2015-09-01
5041,"MC GOVERN, JAMES",1255,SGT,630,2015-09-01
5042,"MC GOVERN, JAMES",,,006,2015-09-01
5043,"MC GOVERN, JOHN",18856,PO,008,2015-09-01
5043,"MC GOVERN, JOHN",,,153,2015-09-01
5044,"MC GOVERN, SEAN",20661,DET,180,2015-09-01
5045,"MC GREAL, DANIEL",12522,PO,022,2015-09-01
5045,"MC GREAL, DANIEL",,,189,2015-09-01
5046,"MC GREAL, PATRICK",11867,,,2015-09-18
5047,"MC GUIRE, EDWARD",14258,,,2015-09-01
5048,"MC GUIRE, JAMES",4597,PO,018,2015-09-01
5049,"MC GUIRE, JOHN",19695,PO,145,2015-09-01
5050,"MC GUIRE, JOSEPH",20016,DET,620,2015-09-01
5051,"MC GUIRE, KERRY",,PO,017,2015-09-18
5052,"MC GUIRE, TERRENCE",376,LT,003,2008-12-05
5053,"MC GUIRE, THOMAS",6557,,,2015-09-01
5054,"MC HALE, ROBERT",15902,PO,312,2008-12-05
5054,"MC HALE, ROBERT",,,004,2006-05-09
5055,"MC HUGH, PATRICK",18509,PO,024,2015-09-01
5056,"MC HUGH, SHANE",1077,SGT,025,2015-09-01
5057,"MC INERNEY, JOSEPH",18282,PO,012,2015-09-01
5058,"MC INERNEY, RAYMOND",2536,SGT,211,2015-09-18
5058,"MC INERNEY, RAYMOND",,,211,2015-09-01
5059,"MC KAMEY, JEFFERY",8630,PO,016,2015-09-18
5060,"MC KEE, JAMES",13835,PO,024,2015-09-01
5061,"MC KEITHEN, GRADY",2372,SGT,376,2015-09-01
5062,"MC KENDRY, BRIAN",20432,DET,610,2015-09-01
5063,"MC KENNA, CATHLENE",19204,FTO,010,2015-09-01
5064,"MC KENNA, MATTHEW",17505,PO,024,2015-09-18
5065,"MC KENNA, MICHAEL",10908,PO,019,2015-09-01
5066,"MC KENNA, SCOTT",3942,PO,189,2015-09-01
5067,"MC KENNA, THOMAS",13122,PO,213,2015-03-11
5068,"MC KENNA, WILLIAM",11711,PO,050,2015-03-11
5069,"MC KENZIE, CHARLES",17910,PO,145,2006-05-09
5070,"MC KENZIE, MARGIE",14817,PO,003,2015-09-01
5071,"MC KENZIE, PATRICK",2425,SGT,006,2015-09-01
5072,"MC KEON, TIMOTHY",7210,,606,2015-09-01
5073,"MC KINNEY, ELAINE",1906,SGT,189,2015-09-01
5074,"MC KINNEY, WILLELLA",10508,PO,701,2008-12-05
5075,"MC KNIGHT, JAMES",,,,2015-09-01
5076,"MC KNIGHT, RUSSELL",9342,PO,012,2015-09-01
5077,"MC LAUGHLIN, BRIDGET",20385,DET,620,2008-12-05
5078,"MC LAUGHLIN, DENNIS",,DET,630,2006-05-09
5079,"MC LEAN, KATHLEEN",19710,PO,009,2015-09-01
5080,"MC LOUGHLIN, NEAL",1027,SGT,630,2015-09-18
5081,"MC LOUGHLIN, NEAL",20982,,,2015-09-01
5082,"MC MAHON JR, EDWARD",20495,DET,606,2015-09-01
5083,"MC MAHON, MICHELE",15553,PO,001,2015-03-11
5084,"MC MAHON, STEPHEN",14368,,,2015-09-18
5085,"MC MAHON, STEPHEN",,PO,007,2015-09-01
5086,"MC MAHON, TERRENCE",663,LT,004,2015-09-18
5087,"MC MAHON, THOMAS",26,,,2015-09-01
5088,"MC MANAMON, NICK",19992,PO,020,2015-09-01
5089,"MC MURRAY JR, GEORGE",,SGT,017,2015-09-18
5090,"MC MURRAY, JOHN",298,LT,177,2015-09-01
5091,"MC NALLY, KENNETH",15310,,,2015-09-01
5092,"MC NAMARA, JOHN",,,153,2015-09-01
5093,"MC NAMARA, JOHN",,,,2015-09-01
5094,"MC NAMARA, JOHN",,,153,2015-09-01
5095,"MC NAMARA, MARK",1973,SGT,261,2015-09-01
5096,"MC NAUGHTON, DAVID",396,,,2015-09-01
5097,"MC NEELA, MICHAEL",4970,PO,189,2015-09-18
5098,"MC NICHOLAS, THOMAS",278,,,2015-09-01
5099,"MC NULTY, KEVIN",13298,PO,018,2015-09-01
5100,"MC SHANE, LINDA",9375,PO,001,2015-09-01
5101,"MC WILLIAMS, BRENDAN",18352,PO,007,2008-12-05
5102,"MC WILLIAMS, SCOTT",17184,,,2015-09-18
5103,"MC WILLIAMS, SCOTT",,PO,193,2015-09-01
5104,"MCANDREW, JAMES",8373,PO,009,2015-09-01
5105,"MCBRIDE, KELLY",6810,PO,002,2015-03-11
5106,"MCCABE, DAN",4963,PO,011,2008-12-05
5107,"MCCABE, JONATHAN",8782,PO,005,2015-09-18
5108,"MCCABE, SEAN",18245,PO,022,2015-09-18
5109,"MCCALL, MATTHEW",17613,PO,011,2015-09-01
5110,"MCCALLUM, RICHARD",6850,PO,007,2015-09-01
5111,"MCCALLUM, ROBERT",15180,PO,193,2015-09-01
5112,"MCCANN, JOANNE",7823,PO,009,2015-09-18
5113,"MCCANN, KEVIN",12030,PO,004,2015-09-18
5114,"MCCARRON, JAMES",,PO,015,2015-09-01
5115,"MCCARTHY, JOHN",20350,DET,610,2008-12-05
5116,"MCCARTHY, PAUL",7706,PO,125,2015-09-01
5117,"MCCARTHY, RYAN",7223,PO,011,2015-09-01
5118,"MCCAULEY, MEGHANN",1148,SGT,024,2015-09-01
5119,"MCCLAIN, JOY",4915,PO,007,2015-09-01
5120,"MCCLAIN, RODERIQUE",16602,PO,312,2015-09-01
5121,"MCCLAY, CHARLES",4735,PO,003,2015-09-01
5122,"MCCOLLOM, TIMOTHY",17397,PO,009,2015-09-01
5123,"MCCOY, CLARENCE",4647,PO,011,2015-09-01
5124,"MCCRAY, CLARENCE",9719,PO,020,2015-09-01
5125,"MCCRAY, PHILONIES",13590,PO,376,2015-09-01
5126,"MCCRILLIS, JAMES",5759,PO,009,2015-09-01
5127,"MCDERMOTT, BRYANT",12659,PO,312,2015-09-01
5128,"MCDERMOTT, DOUGLAS",3697,,,2015-09-01
5129,"MCDERMOTT, DOUGLAS",20364,DET,620,2015-09-01
5130,"MCDERMOTT, SEAN",6435,PO,606,2015-09-01
5131,"MCDEVITT, BRIAN",13197,,,2015-09-01
5132,"MCDEVITT, BRIAN",,PO,008,2015-09-01
5133,"MCDONAGH, GERALDINE",13916,PO,376,2015-09-01
5134,"MCDONNELL, MARTIN",3306,PO,006,2015-09-01
5135,"MCDONOUGH, MATTHEW",16586,,,2015-09-01
5136,"MCDONOUGH, TIMOTHY",16222,PO,179,2008-12-05
5137,"MCELLIGOTT, JOSEPH",18715,PO,008,2006-05-09
5138,"MCENERNEY, BRIAN",5830,PO,006,2015-03-11
5139,"MCERLEAN, SEAN",14447,PO,007,2006-05-09
5140,"MCFADDEN, JASON",5881,PO,189,2008-12-05
5141,"MCFARLAND, SHEILA",18957,PO,011,2015-03-11
5142,"MCGEE, DWAYNE",,PO,311,2015-09-01
5143,"MCGEE, ROBERT",13378,PO,212,2015-09-01
5144,"MCGHEE, CAROL",11410,FTO,011,2015-09-01
5145,"MCGHEE, JOYCE",10985,PO,005,2015-09-01
5146,"MCGINNIS, PATRICK",4932,PO,008,2015-09-01
5147,"MCGLYNN, ANDREW",9814,,009,2015-09-01
5148,"MCGOVERN, SHAUN",13956,PO,024,2008-12-05
5149,"MCGRATH, AMY",14907,PO,610,2015-09-01
5150,"MCGREAL, KATHLEEN",18367,PO,008,2015-09-01
5151,"MCGREW, DAVID",12540,PO,189,2015-09-01
5151,"MCGREW, DAVID",,,211,2015-09-18
5152,"MCGRONE, MARCUS",11649,PO,606,2015-09-01
5153,"MCGRORY, MATTHEW",9730,,,2015-09-01
5154,"MCGUIRE, CHRIS",7846,PO,015,2015-09-01
5155,"MCGUIRE, MIRIAN",7830,PO,007,2015-09-18
5156,"MCHALE, BRIAN",8721,PO,189,2015-09-01
5157,"MCHUGH, CHRISTOPH",1293,SGT,016,2015-09-01
5158,"MCINERNEY, JOSEPH",18282,,,2015-09-01
5159,"MCINERNEY, MICHAEL",6377,PO,015,2015-09-01
5160,"MCKEE, MATTHEW",,,,2015-09-01
5161,"MCKEE, MICHAEL",10068,PO,213,2015-09-01
5162,"MCKENDRY, KEVIN",11564,PO,312,2015-09-01
5163,"MCKENNA, ELENA",14368,PO,376,2015-09-01
5164,"MCKENNA, JOHN",14810,PO,011,2015-09-01
5165,"MCKENNA, JOHN",,,,2015-09-01
5166,"MCLAURIN, DONALD",21458,DET,620,2015-09-01
5167,"MCLEMORE, LAVAR",17235,PO,022,2015-09-01
5168,"MCMAHON, THOMAS",17102,PO,009,2015-09-01
5169,"MCMEEL, MARTIN",12198,PO,004,2015-09-01
5170,"MCMILLER, KEITH",11969,PO,006,2015-09-01
5171,"MCMILLION, THOMAS",4174,PO,376,2015-09-18
5172,"MCNALLY, PETER",17583,PO,025,2015-03-11
5173,"MCNAMARA IV, DANIEL",8332,PO,007,2008-12-05
5174,"MCNAMARA, DANIEL",7766,PO,019,2006-05-09
5175,"MCNICHOLAS, MATTHEW",13292,PO,011,2015-09-01
5176,"MCNICHOLS, JAMES",12314,PO,191,2015-09-01
5177,"MCNICHOLS, JOHN",17563,PO,025,2008-12-05
5178,"MCNICHOLS, THOMAS",3051,PO,016,2006-05-09
5179,"MCQUARTER, KIMBERLY",17198,PO,003,2015-03-11
5180,"MCVEY, BRIAN",,PO,311,2006-05-09
5181,"MEADERS, CHRISTOPH",20157,DET,620,2015-09-01
5182,"MEADOR, WILLIAM",1003,SGT,312,2015-11-14
5183,"MEADOR, WILLIAM",21503,,,2015-09-01
5184,"MEADOWS SR, CHARLES",4438,PO,606,2015-09-01
5185,"MEADOWS, CHARLES",,PO,159,2015-09-01
5186,"MEAGHER, PAUL",8762,PO,189,2015-09-01
5187,"MEANS, CARMELLA",19433,PO,127,2015-09-01
5188,"MEDENICA, BOGDAN",13522,,,2015-09-01
5189,"MEDICI, DANIEL",3410,PO,009,2015-09-18
5190,"MEDICI, MICHAEL",13023,PO,012,2015-09-01
5191,"MEDINA III, RUPERTO",15133,PO,010,2015-09-01
5192,"MEDINA, ALBERT",4552,PO,022,2015-09-01
5193,"MEDINA, ANITA",1830,SGT,004,2015-09-01
5193,"MEDINA, ANITA",,SGT,004,2015-03-11
5194,"MEDINA, JOHN",15077,PO,008,2008-12-05
5195,"MEDINA, JONATHAN",6214,PO,116,2008-12-05
5196,"MEDINA, JOSHUA",11675,PO,010,2015-03-11
5197,"MEDINA, MARI",13176,PO,003,2015-09-01
5198,"MEDINA, PETER",13823,PO,010,2015-09-01
5198,"MEDINA, PETER",,,127,2015-09-01
5199,"MEDINA, YESENIA",18375,PO,004,2015-09-18
5200,"MEDLEY, ERIC",8260,,,2008-12-05
5201,"MEDRANO, PATRICK",878,SGT,006,2006-05-09
5202,"MEEHAN JR, JAMES",10608,PO,008,2015-03-11
5203,"MEEHAN, JOHN",18272,,007,2006-05-09
5204,"MEEKS, DEMENYON",16730,PO,011,2015-09-01
5205,"MEEKS, TIFFANY",8051,PO,192,2015-09-01
5206,"MEER, JOHN",8720,PO,025,2008-12-05
5207,"MEGA, MICHAEL",16389,PO,008,2015-03-11
5208,"MEHMEDAGIC, JASMIN",5089,PO,020,2015-09-01
5209,"MEIER, JOHN",12384,PO,016,2015-09-01
5210,"MEILINGER, CHRIS",6115,PO,025,2015-03-11
5211,"MEINDL, JOHN",10130,PO,019,2008-12-05
5212,"MEISTER, WILLIAM",20423,,,2006-05-09
5213,"MEKSHI, ALDO",7594,PO,011,2015-09-01
5214,"MELCHOR, ANDRE",,PO,001,2015-09-01
5215,"MELEAN, FREDERICK",666,LT,121,2015-09-01
5216,"MELENDEZ, LISA",17938,PO,010,2015-09-01
5217,"MELENDEZ, RAMON",11398,PO,009,2015-09-01
5218,"MELLETT, MATTHEW",8179,PO,007,2015-09-01
5219,"MELONE, ROBERT",,,,2008-12-05
5220,"MELOSCIA, JOSEPH",18909,PO,189,2006-05-09
5221,"MELSON, BRIAN",,PO,003,2015-09-01
5222,"MENA, ARTURO",3870,PO,003,2015-09-01
5223,"MENAGH, SHAUN",3925,PO,006,2015-09-01
5224,"MENDEZ JR, JORGE",14333,PO,010,2015-09-01
5225,"MENDEZ, ALFREDO",9637,PO,014,2015-09-01
5226,"MENDEZ, ISMAEL",10909,PO,007,2015-09-01
5227,"MENDEZ, JEANNE",10563,PO,125,2015-09-01
5228,"MENDEZ, JOSE",18924,PO,018,2008-12-05
5229,"MENDEZ, MARK",16044,PO,006,2015-03-11
5230,"MENDEZ, RICARDO",18779,PO,003,2015-11-14
5231,"MENDOZA, ALEJANDRO",3777,PO,014,2006-05-09
5232,"MENDOZA, CRISTOBAL",7395,PO,010,2015-09-01
5233,"MENDOZA, FRANCISCO",8138,PO,006,2015-09-01
5234,"MENDOZA, JOAQUIN",2119,SGT,003,2015-09-18
5235,"MENDOZA, JOAQUIN",21129,,009,2015-09-01
5236,"MENDOZA, MARCO",6783,PO,011,2015-09-01
5237,"MENDOZA, MARCO",17156,PO,014,2008-12-05
5238,"MENDOZA, MARIO",8843,PO,010,2008-12-05
5238,"MENDOZA, MARIO",,,193,2015-09-18
5239,"MENDOZA, MARIO",13782,PO,211,2015-09-01
5240,"MENDOZA, MARK",15744,PO,193,2015-09-01
5241,"MENEOU, RANDY",19637,PO,004,2015-09-01
5242,"MENONI, BRIGID",11382,PO,011,2015-09-01
5243,"MENONI, JOSEPH",5666,PO,011,2008-12-05
5244,"MERCADO, ALAN",,PO,145,2015-09-01
5245,"MERCADO, ALEXANDER",7200,PO,211,2015-09-01
5246,"MERCADO, JOSELITO",9048,PO,020,2015-09-01
5247,"MERCADO, JULIO",18419,PO,018,2015-09-18
5248,"MERCADO, KAREN",10896,PO,018,2015-09-01
5249,"MERCADO, ORLANDO",17965,PO,121,2015-09-01
5250,"MERCER, MARK",4563,PO,018,2015-09-01
5251,"MEREDITH, NYLS",12547,PO,124,2015-09-01
5252,"MERKEL, JOSEPH",21015,DET,610,2015-09-01
5253,"MERO, RONALD",7104,PO,213,2015-09-01
5254,"MEROLA, DOMINIC",7221,PO,004,2015-09-01
5254,"MEROLA, DOMINIC",,,004,2015-09-01
5255,"MERRIWEATHER, PATRICIA",,PO,006,2015-09-18
5256,"MESCALL, KENNETH",848,SGT,014,2015-09-01
5257,"MESCALL, KENNETH",13128,,023,2015-09-18
5258,"MESECK, JACK",16664,PO,211,2015-09-01
5259,"MESSINA, FRANK",12435,PO,376,2015-09-01
5260,"MESSINO, WILLIAM",18980,PO,025,2015-09-01
5261,"METHIPARA, TOMI",1648,SGT,017,2015-09-01
5262,"METTE, MICHAEL",2725,PO,011,2015-09-18
5263,"MEURIS, LYNN",9591,PO,007,2008-12-05
5264,"MEZA, NANCY",,PO,044,2006-05-09
5265,"MHEENBEEK, ADRIA",,SGT,376,2015-09-01
5266,"MICELI, ANTHONY",16220,PO,376,2015-09-01
5267,"MICELI, FRANK",10297,PO,211,2015-11-14
5268,"MICELI, MARY",,SGT,016,2015-09-01
5269,"MICHAELS, DIANE",6633,PO,001,2015-09-01
5270,"MICHAELSEN, DAVID",19497,PO,017,2015-09-01
5271,"MICHALIK, MICHAEL",2866,,059,2015-09-01
5272,"MICHALSKI, HENRY",,,,2015-03-11
5273,"MICHALSKI, ROBERT",5891,PO,018,2008-12-05
5274,"MICHNA, JUSTIN",16013,PO,011,2015-09-01
5275,"MICKENS, MELVIN",7421,PO,003,2015-09-01
5276,"MIDONA JR, JOSEPH",9044,PO,018,2008-12-05
5277,"MIEDONA, MICHAEL",14155,PO,025,2015-03-11
5278,"MIEHLE, ERIK",16485,PO,025,2015-09-01
5279,"MIELCARZ, JUSTIN",12613,PO,189,2008-12-05
5280,"MIESZALA, PAUL",15179,PO,006,2015-09-18
5281,"MIESZCAK, DAN",14780,PO,025,2015-09-01
5282,"MIESZCAK, DANIEL",15757,PO,011,2015-09-01
5283,"MIETKA, JOANNA",6157,PO,024,2008-12-05
5284,"MIGLIORE, FRANK",8106,PO,145,2015-11-14
5285,"MIHAJLOV, ROBERT",901,SGT,384,2006-05-09
5286,"MIKAITIS, ANDREA",10392,,055,2015-09-01
5287,"MIKHAIL, ZAYA",12044,PO,012,2008-12-05
5288,"MIKUZIS, JON",3639,PO,312,2015-09-01
5289,"MILAM, DERONTI",17564,PO,001,2008-12-05
5290,"MILAZZO, MARK",7002,PO,009,2015-09-01
5291,"MILENKOVIC, VLADAN",16135,PO,004,2015-09-01
5291,"MILENKOVIC, VLADAN",,,004,2015-09-01
5292,"MILES JR, KENNETH",16402,PO,211,2008-12-05
5293,"MILES, CHE",10602,PO,003,2015-03-11
5294,"MILLAN, BJORNN",6087,PO,189,2015-09-01
5294,"MILLAN, BJORNN",,,213,2015-09-01
5295,"MILLER CAMPBELL, ELIZABETH",20777,DET,610,2015-09-01
5296,"MILLER, ASHLEY",6354,PO,005,2015-09-01
5297,"MILLER, BENITA",13364,,,2015-09-01
5298,"MILLER, CHRISTOPH",13113,PO,009,2015-09-01
5299,"MILLER, DERECK",16225,PO,189,2015-09-01
5300,"MILLER, HORACE",,,,2015-09-01
5301,"MILLER, JACK",10434,PO,007,2015-09-01
5302,"MILLER, JADE",5204,PO,006,2015-09-01
5303,"MILLER, LEMORNET",10424,PO,189,2015-09-01
5303,"MILLER, LEMORNET",,,189,2015-09-01
5304,"MILLER, MELISSA",14681,PO,008,2015-09-18
5305,"MILLER, MICHAEL",13290,PO,002,2015-09-01
5306,"MILLER, RENEE",,DET,620,2015-09-18
5307,"MILLER, ROSE",3097,PO,016,2015-09-18
5308,"MILLIGAN, DAVID",16993,FTO,015,2015-09-01
5309,"MILLISON, MICHELE",14306,PO,231,2015-09-01
5310,"MILLS, JOEL",12161,PO,008,2015-09-01
5310,"MILLS, JOEL",,,008,2015-09-01
5311,"MILLSAPS, SCOTT",3048,PO,005,2015-09-01
5312,"MILMINE, KEITH",941,,212,2015-09-01
5313,"MILZ, RICHARD",,DET,376,2015-09-01
5314,"MINER, MATTHEW",7913,PO,001,2015-09-01
5315,"MINGARI, KYLE",4733,PO,189,2008-12-05
5316,"MINGO, TARA",18728,PO,543,2015-03-11
5317,"MINNECI, SCOTT",19643,PO,413,2015-09-01
5318,"MINOGUE, JOHN",10846,PO,412,2008-12-05
5319,"MINOGUE, WILLIAM",6260,PO,020,2015-03-11
5320,"MINOW, MICHAEL",9857,PO,211,2015-09-01
5321,"MINT, RICHARD",,,,2015-09-18
5322,"MIRABELLI, JOHN",17219,PO,050,2008-12-05
5323,"MIRABELLI, MARK",14191,PO,001,2015-09-01
5323,"MIRABELLI, MARK",,,001,2015-09-01
5324,"MIRANDA, ALEJANDRO",8300,PO,011,2015-09-01
5325,"MIRANDA, ALEJANDRO",13024,,,2015-09-01
5326,"MIRANDA, ANTONIO",8264,PO,003,2015-09-01
5327,"MIRANDA, DANIEL",8989,PO,008,2015-09-01
5328,"MIRANDA, MICHAEL",1326,SGT,012,2015-09-01
5329,"MIRANDA, ROBERTO",,PO,193,2015-09-18
5330,"MIRELES, TENISHIA",17573,PO,005,2015-09-18
5331,"MIRO, LUIGI",15819,PO,189,2015-09-01
5331,"MIRO, LUIGI",,,213,2015-09-01
5332,"MIRUS JR, JOSEPH",12043,PO,189,2008-12-05
5332,"MIRUS JR, JOSEPH",,,213,2006-05-09
5333,"MISHLER, ELIZABETH",1252,SGT,003,2015-09-18
5334,"MITCHELL JR, CURTIS",6304,PO,192,2015-09-01
5335,"MITCHELL JR, VERNON",15580,,,2015-03-11
5336,"MITCHELL, ARTAVIUS",4689,PO,003,2015-09-18
5337,"MITCHELL, BRIDGET",13822,PO,020,2015-09-01
5338,"MITCHELL, ERIK",18431,PO,008,2015-09-01
5339,"MITCHELL, MARLON",10637,PO,171,2008-12-05
5340,"MITCHELL, MICHAEL",6099,PO,606,2015-09-01
5341,"MITCHELL, RANITA",12514,PO,189,2015-09-01
5342,"MITCHELL, TAMIKO",12276,PO,007,2015-09-18
5343,"MITCHEM, RAPHAEL",6195,PO,189,2015-09-01
5344,"MITCHUM, ROBERT",18923,PO,189,2008-12-05
5345,"MITERA, THOMAS",3134,PO,004,2015-09-01
5346,"MITKAL, VICTOR",,LT,376,2015-11-14
5347,"MITROS, GREGORY",503,LT,022,2015-09-01
5348,"MIUCIN, ZORAN",18966,PO,019,2015-09-01
5349,"MIZONES, ROBERT",19299,PO,020,2015-09-01
5350,"MOCARSKI, MARK",17700,,,2015-03-11
5351,"MOCK, LLOYD",12683,,,2015-11-14
5352,"MODZELEWSKI, MICHAEL",13196,PO,009,2015-09-01
5353,"MOE, MICHAEL",15832,PO,009,2015-09-18
5354,"MOGELBERG, AMY",6813,PO,115,2015-09-01
5355,"MOHAMMAD, HAYTHAM",19999,PO,393,2015-09-01
5356,"MOHAMMED, KALLATT",14122,,,2015-09-01
5357,"MOJICA JR, MATEO",1806,SGT,025,2015-09-18
5358,"MOK, KENNETH",13150,PO,019,2015-09-18
5359,"MOKRZYCKI, PAUL",18651,PO,010,2015-09-01
5360,"MOLAS JR, ENRIQUE",19297,PO,014,2015-09-01
5361,"MOLDA, JENNY",3253,PO,213,2015-09-01
5362,"MOLESKY, KENNETH",6538,PO,116,2015-09-01
5363,"MOLINA, JOSEPH",2042,SGT,016,2015-09-01
5364,"MOLINA, REJEANA",21301,DET,620,2015-09-01
5365,"MOLINA, WILLIAM",19076,PO,010,2015-09-01
5365,"MOLINA, WILLIAM",,,010,2015-09-01
5366,"MOLLOY, DEBORAH",1754,SGT,166,2015-09-01
5367,"MOLONEY, JAMES",14332,PO,004,2015-03-11
5368,"MONACO, ANGELO",1595,SGT,213,2008-12-05
5369,"MONACO, ANGELO",15020,,,2015-09-01
5370,"MONDRAGON, IVAR",16929,PO,003,2015-09-01
5371,"MONDRAGON, JANET",4364,PO,008,2015-09-01
5372,"MONROE, SHAWN",18971,PO,001,2015-09-01
5373,"MONROY, IVAN",18284,PO,411,2008-12-05
5374,"MONTALVO, DENISE",13864,PO,011,2015-09-01
5375,"MONTALVO, LUIS",13102,FTO,025,2015-09-01
5376,"MONTANARO, JOSEPH",16975,PO,015,2015-09-01
5377,"MONTANO, JAMES",10715,PO,025,2015-09-01
5378,"MONTE, GRANT",19874,PO,002,2015-09-18
5379,"MONTERO, JORGE",14184,PO,014,2015-09-01
5380,"MONTES, DAVID",18357,PO,008,2015-09-18
5380,"MONTES, DAVID",,,008,2015-09-01
5381,"MONTES, JACQUELINE",4155,PO,004,2015-09-01
5382,"MONTES, LOUIS",16092,PO,010,2015-09-01
5383,"MONTESDEOCA, JESUS",7699,PO,007,2015-09-18
5384,"MONTESDEOCA, JOSEPH",13370,PO,022,2015-09-01
5385,"MONTGOMERY, DAVID",10651,PO,005,2015-09-01
5386,"MONTGOMERY, EDWARD",19023,PO,018,2008-12-05
5386,"MONTGOMERY, EDWARD",,PO,018,2015-09-01
5387,"MONTI, MICHAEL",6939,PO,376,2015-09-01
5388,"MONTOYA, ELIZABETH",17955,PO,012,2008-12-05
5389,"MONTOYA, JOAQUIN",17536,PO,011,2006-05-09
5390,"MONTOYA, OSBIEL",11274,PO,211,2015-09-18
5391,"MOODY PATERNO, LATAS",8627,,,2015-09-01
5392,"MOOK, JOSEPH",5592,PO,376,2015-09-01
5393,"MOORE JR, LOUIS",5491,PO,005,2015-09-01
5394,"MOORE, ALMIRA",19273,PO,003,2015-09-01
5395,"MOORE, CATHY",14115,PO,006,2015-09-01
