officer_id,officer_name,star,rank,unit,as_of
2216,"ENRIQUEZ, ELIZABETH",13247,,,2015-09-18
2217,"ENRIQUEZ, ELIZABETH",,PO,012,2015-09-01
2218,"ENRIQUEZ, JESUS",1213,SGT,413,2015-09-01
2219,"ENRIQUEZ, JESUS",19198,,,2015-09-01
2220,"ENRIQUEZ, SALVADOR",5546,PO,313,2015-09-01
2221,"EPINGER, IVETTA",9029,PO,003,2015-09-01
2222,"EPPLING, FLOYD",8437,PO,050,2015-09-01
2223,"ERBACCI, RICCARDO",,SGT,016,2015-09-01
2224,"ERBACHER, KYLE",,SGT,004,2015-09-01
2225,"ERICKSON, CHRISTOPH",6732,PO,004,2008-12-05
2226,"ERICKSON, WILLIAM",14050,,007,2015-03-11
2227,"ERICKSON, WILLIAM",,PO,008,2006-05-09
2228,"ERMON, LAMONT",5101,PO,003,2015-09-01
2229,"ERMON, TIFFANY",3899,PO,166,2015-09-01
2230,"ERRUM, ALEX",15413,PO,012,2015-09-01
2231,"ESCALANTE, EDUARDO",2295,SGT,015,2015-09-01
2232,"ESCALANTE, ERICK",15063,PO,001,2015-03-11
2233,"ESCALANTE, JOHN",429,Chief,180,2015-03-11
2234,"ESCALANTE, JUAN",17477,PO,024,2015-09-01
2235,"ESCALANTE, OSCAR",15081,PO,009,2015-09-01
2236,"ESCAMILLA, ANTHONY",257,LT,007,2015-09-01
2237,"ESCAMILLA, GILBERT",7227,PO,008,2015-09-01
2238,"ESCAMILLA, PAUL",15163,PO,024,2015-09-01
2239,"ESCAMILLA, VINCENT",16095,PO,213,2015-09-01
2240,"ESCANIO, JAVIER",13042,PO,010,2015-09-18
2241,"ESCOBAR, GONZALO",15824,PO,002,2015-09-18
2242,"ESCOBEDO, FRANCES",19445,PO,007,2008-12-05
2243,"ESCOBEDO, LUIS",11877,PO,006,2015-09-01
2244,"ESPARZA JR, SALVADOR",11040,PO,019,2015-09-01
2245,"ESPARZA, HECTOR",8529,PO,009,2015-09-01
2246,"ESPEJO, ANTONIO",7966,PO,007,2015-09-01
2247,"ESPINO, ROBERT",3334,PO,017,2015-09-01
2248,"ESPINOSA, ABRAHAM",12699,PO,006,2015-03-11
2249,"ESPINOSA, GILBERTO",,,,2015-11-14
2250,"ESPINOSA, JESUS",5211,PO,011,2015-09-01
2251,"ESPINOZA, ELVIS",11240,PO,011,2015-09-01
2252,"ESPINOZA, EMMANUEL",6071,PO,012,2015-09-01
2253,"ESPINOZA, MARIA",3771,PO,024,2015-09-01
2254,"ESPINOZA, RODRIGO",8335,PO,008,2015-09-01
2255,"ESPOSITO, FRANK",21172,DET,610,2015-09-01
2256,"ESPOSITO, MEREDITH",3366,PO,019,2008-12-05
2257,"ESQUIVEL, JOSEPH",,PO,004,2015-09-18
2258,"ESQUIVEL, NOEL",7419,PO,313,2015-09-01
2258,"ESQUIVEL, NOEL",,,007,2015-09-01
2259,"ESQUIVEL, RICHARD",7192,PO,017,2015-03-11
2260,"ESTER, MICHAEL",6383,PO,171,2008-12-05
2261,"ESTERLY, DOUG",13931,PO,002,2006-05-09
2261,"ESTERLY, DOUG",,,021,2015-09-18
2262,"ESTES, SAMANTHA",7316,PO,005,2006-05-09
2263,"ESTRADA, FRED",4846,PO,018,2015-09-01
2264,"ESTRADA, HECTOR",11910,PO,007,2015-09-01
2265,"ESTRADA, JOHNNY",17869,PO,012,2015-09-01
2266,"ESTRADA, JUAN",9779,PO,012,2015-09-01
2267,"ESTRADA, LUIS",10039,PO,012,2015-09-01
2268,"ESTRELLA, LISETT",10642,PO,213,2015-09-01
2269,"ETTI, KAREN",6295,PO,145,2015-09-01
2270,"EVANS II, DAVID",16897,PO,008,2015-09-01
2270,"EVANS II, DAVID",,,008,2015-09-01
2271,"EVANS JR, RONALD",,,006,2015-09-01
2272,"EVANS, FRANCIS",7348,PO,006,2015-09-01
2273,"EVANS, GLENN",443,LT,120,2015-09-01
2273,"EVANS, GLENN",,,212,2015-09-01
2274,"EVANS, MARK",17899,PO,009,2015-09-01
2275,"EVANS, MATTHEW",5815,PO,212,2008-12-05
2276,"EVANS, ROY",3676,PO,018,2015-09-01
2277,"EVANS, TASHA",9411,PO,241,2015-09-01
2278,"EVANS, TODD",8234,PO,002,2015-09-01
2279,"EVANS, WARREN",14494,PO,006,2015-09-01
2280,"EVEN, EDWARD",18639,PO,024,2015-09-01
2281,"EVERETT, JEFFREY",20185,DET,610,2015-09-01
2282,"EVITT, JAMES",2508,SGT,001,2015-09-01
2283,"EWING, DEAN",8653,PO,005,2015-09-01
2284,"EXCLUSA, SALOME",18580,PO,009,2015-09-01
2285,"FABIAN JR, ELMER",13999,FTO,011,2015-09-01
2286,"FAGAN, SUSAN",2559,SGT,411,2015-09-01
2287,"FAGER, ERIC",18572,PO,024,2015-09-01
2287,"FAGER, ERIC",,,024,2008-12-05
2288,"FAHEY JR, PATRICK",9544,PO,193,2015-03-11
2289,"FAHEY, KRISTEN",15268,PO,022,2015-09-01
2290,"FAHEY, MARY JO",19295,,,2015-03-11
2291,"FALARDEAU, DAVID",6084,PO,014,2008-12-05
2292,"FALLON, THOMAS",,DET,650,2008-12-05
2293,"FAMIGLIETTI, ANTHONY",17188,PO,001,2015-03-11
2294,"FANELLI, KENNETH",4809,PO,008,2015-03-11
2295,"FANNING, TRACY",20641,DET,630,2008-12-05
2296,"FANTAUZZI, WILSON",14352,PO,012,2015-09-18
2297,"FARAGOI, THOMAS",9516,,,2015-09-01
2298,"FARIAS IV, RODOLFO",13070,PO,212,2015-09-01
2299,"FARIAS, ROGER",9942,PO,007,2015-09-01
2300,"FARINA, RICHARD",,PO,020,2015-09-01
2301,"FARMER, JESSE",13695,,,2015-09-01
2302,"FARMER, MARK",10309,PO,051,2008-12-05
2302,"FARMER, MARK",,,006,2006-05-09
2303,"FASAN, WILLIAM",15209,PO,009,2015-03-11
2304,"FASHINGBAUER, WILLIAM",10675,PO,009,2006-05-09
2305,"FASUNA, JOSEPH",6418,PO,024,2015-09-01
2306,"FATEEN, BADRIYYAH",17031,PO,004,2015-09-01
2307,"FAVA, DANIEL",4758,PO,006,2015-09-01
2308,"FAYAD, DONALD",14189,PO,015,2015-09-01
2309,"FAZY, JOHN",19953,PO,123,2015-09-01
2310,"FAZY, MICHAEL",17775,PO,005,2015-09-01
2311,"FAZY, SARA",15026,PO,008,2015-09-18
2312,"FEAZELL, KEION",9848,PO,007,2015-09-01
2313,"FEDERICI, RICHARD",19848,PO,008,2015-09-01
2314,"FEENEY, NOREEN",10922,PO,001,2015-09-18
2315,"FEIL, CHRIS",,PO,393,2015-09-01
2316,"FELICIANO, DANIEL",16807,PO,014,2015-09-01
2317,"FELICIANO, SILVIA",19006,PO,012,2015-09-01
2318,"FELICIANO, WILLIAM",12949,PO,025,2015-09-01
2319,"FELKER, PATRICK",3135,PO,211,2015-09-01
2320,"FELKER, PATRICK",3150,,,2015-09-01
2321,"FELMON, TIMOTHY",4121,PO,022,2015-09-01
2322,"FELSENTHAL, JULIE",10406,PO,025,2015-09-01
2323,"FELTMAN, DAVID",20613,DET,606,2015-09-01
2324,"FENNELL, THOMAS",15220,PO,005,2015-09-01
2325,"FENNER, NAKIA",2306,SGT,121,2015-09-01
2326,"FENNESSEY, JAMES",2957,PO,007,2015-11-14
2327,"FENTON, KELLY",11559,PO,212,2015-09-01
2328,"FENTON, TIMOTHY",19013,PO,006,2015-09-01
2329,"FERENZI, JOSEPH",11967,,153,2015-09-01
2330,"FERENZI, RICHARD",16037,,153,2015-09-01
2331,"FERET, KIMBERLY",16295,PO,231,2015-09-01
2332,"FERGUS, MICHAEL",17370,PO,014,2015-09-01
2333,"FERGUSON, BRIAN",20286,DET,620,2015-09-01
2333,"FERGUSON, BRIAN",,,153,2015-09-01
2334,"FERGUSON, MICHAEL",14213,PO,005,2015-09-01
2334,"FERGUSON, MICHAEL",,,007,2015-09-01
2335,"FERIZOVIC, ADMIRA",19603,PO,019,2015-09-01
2336,"FERIZOVIC, SALIH",6664,PO,010,2015-09-18
2337,"FERLITO, DANIELLE",11636,PO,007,2015-09-01
2338,"FERN, BENJAMEN",7537,PO,014,2015-09-01
2339,"FERNANDEZ, ARTURO",,PO,005,2015-09-01
2340,"FERNANDEZ, BLANCA",17494,PO,051,2015-09-01
2341,"FERNANDEZ, JAMES",3959,,,2015-09-01
2342,"FERNANDEZ, JOSE",12012,PO,011,2015-09-01
2343,"FERNANDEZ, JOSE",12335,PO,008,2015-09-01
2344,"FERNANDEZ, JOSEPH",15792,PO,606,2015-09-01
2345,"FERNANDEZ, TITO",11891,PO,189,2015-09-01
2345,"FERNANDEZ, TITO",,,213,2015-09-01
2346,"FERRARO, JOSEPH",1089,SGT,010,2015-09-01
2347,"FERRARO, JOSEPH",6619,,025,2015-09-01
2348,"FERRARO, PATRICIA",,PO,009,2015-11-14
2349,"FERREIRA, ALFRED",13279,PO,124,2006-05-09
2349,"FERREIRA, ALFRED",,,022,2015-09-01
2350,"FERRER, CARLOS",2409,SGT,007,2015-09-01
2351,"FERRER, RAMON",2519,SGT,010,2015-09-01
2352,"FERRERAS, LEONIDAS",13739,PO,005,2015-09-01
2353,"FERRO, GEORGE",,,,2015-09-01
2354,"FERRO, VITO",20870,,,2015-09-01
2355,"FETZER, JOHN",10953,PO,212,2015-09-01
2356,"FETZER, MATTHEW",9504,PO,211,2015-09-01
2357,"FIALA, RICHARD",6906,PO,017,2015-09-01
2358,"FICHT, LEONARD",2332,SGT,020,2015-09-01
2359,"FICHTER, STEVEN",11684,PO,015,2015-09-01
2360,"FICO, VINCENT",6284,,,2015-09-01
2360,"FICO, VINCENT",,,704,2015-09-01
2361,"FIDLER, BRENT",472,LT,007,2015-09-01
2362,"FIELDS, CELESTINE",3464,PO,543,2015-09-01
2363,"FIELDS, CLINTON",15440,,,2015-09-01
2364,"FIELDS, JEROHN",3463,PO,189,2015-09-01
2365,"FIELDS, MICHAEL",9286,,,2015-09-01
2366,"FIELDS, RYAN",2458,SGT,006,2015-09-01
2367,"FIELDS, RYAN",12438,,,2015-09-01
2368,"FIELDS, WILFORD",12773,PO,006,2008-12-05
2369,"FIERRO, HUGO",10360,PO,024,2015-09-01
2370,"FIESER, ROGER",,PO,212,2015-09-01
2371,"FIETKO, DAVID",5012,PO,022,2015-09-01
2372,"FIETKO, MICHAEL",7513,PO,010,2015-09-01
2373,"FIGUEROA, EDDIE",17241,PO,019,2015-09-01
2374,"FIGUEROA, EDWIN",13132,PO,015,2015-09-01
2375,"FIGUEROA, MARK",7249,PO,018,2008-12-05
2376,"FIGUEROA, NICOLE",13385,PO,015,2015-09-01
2377,"FIGUS, IZABELA",16232,PO,005,2015-09-01
2378,"FIGUS, STANLEY",18305,PO,606,2015-09-01
2379,"FILICE, DARYL",10467,PO,009,2008-12-05
2380,"FINDYSZ, CHRISTOPH",19405,PO,312,2015-09-01
2381,"FINE, CHARLENE",,PO,019,2015-09-01
2382,"FINEGAN, JOSEPH",9588,PO,019,2015-09-01
2383,"FINEGAN, THOMAS",14734,PO,542,2015-09-01
2383,"FINEGAN, THOMAS",,,153,2015-09-01
2384,"FINEGAN, THOMAS",15802,,542,2015-09-01
2385,"FINERAN JR, EDWARD",13107,,,2015-09-01
2386,"FINLEY, ALLEN",1214,SGT,024,2015-09-01
2387,"FINLEY, TIMOTHY",2816,PO,127,2015-09-01
2388,"FINNEGAN, BRIAN",12926,PO,015,2015-09-01
2389,"FINNEKE, BROOKE",11887,PO,024,2015-09-01
2390,"FINNELLY, THOMAS",,SGT,543,2015-09-01
2391,"FINNIGAN, JEROME",,,153,2015-09-01
2392,"FINNIGAN, SEAN",6543,PO,017,2015-09-01
2393,"FIORE, RANDALL",11884,PO,007,2015-09-01
2393,"FIORE, RANDALL",,,007,2015-09-01
2394,"FIORITO, RICHARD",11624,,023,2015-09-01
2395,"FIORITO, RICHARD",,PO,023,2015-09-01
2396,"FISCHER, DEIDRE",9664,PO,213,2015-03-11
2397,"FISCHER, NATALIE",19483,PO,010,2008-12-05
2398,"FISCHER, ROBERT",17901,PO,213,2015-09-18
2399,"FISCHER, WESLEY",,PO,024,2015-09-01
2400,"FISHER, APRIL",5053,PO,004,2015-09-18
2401,"FISHER, DILLARD",18879,PO,012,2015-09-18
2402,"FISHER, LOUIS",11713,PO,022,2015-09-01
2403,"FISSINGER, LESLIE",11580,,,2015-09-18
2404,"FITZGERALD, JOHN",16684,PO,019,2015-09-01
2404,"FITZGERALD, JOHN",,,153,2015-09-01
2405,"FITZGERALD, JOSEPH",19954,PO,009,2008-12-05
2405,"FITZGERALD, JOSEPH",,,009,2006-05-09
2406,"FITZGERALD, JOSEPH",,SGT,017,2008-12-05
2407,"FITZGERALD, MICHAEL",1738,SGT,620,2006-05-09
2408,"FITZPATRICK, JAMES",6814,PO,007,2015-09-01
2409,"FITZPATRICK, MICHAEL",13597,PO,003,2015-09-01
2410,"FITZPATRICK, TIMOTHY",8646,,011,2015-09-01
2411,"FITZSIMMONS, JOSEPH",,,024,2015-09-01
2412,"FITZSIMMONS, SANDRA",,PO,017,2015-09-01
2413,"FIZER III, EDWIN",20237,,,2015-09-01
2414,"FLAGG, COREY",,,,2015-09-18
2415,"FLAGG, ELLIOT",12037,PO,008,2015-09-01
2416,"FLAHAVEN, THOMAS",7656,PO,011,2015-09-18
2417,"FLAHERTY, BARBARA",12429,,608,2015-09-01
2418,"FLAHERTY, KENNETH",13584,PO,008,2015-09-01
2419,"FLANNERY, TOM",,,,2015-09-01
2420,"FLATLEY, SEBASTIAN",13734,PO,019,2008-12-05
2420,"FLATLEY, SEBASTIAN",,,023,2015-03-11
2421,"FLECHSIG, MARK",17654,,059,2015-03-11
2422,"FLEISCHHACKER, DANNY",18533,FTO,015,2015-09-01
2423,"FLEISCHHACKER, SHAUN",813,SGT,701,2015-09-18
2424,"FLEMING, DALE",19955,PO,001,2015-09-01
2425,"FLEMING, DAVID",17389,PO,025,2015-03-11
2426,"FLEMING, KEITH",12318,PO,353,2008-12-05
2426,"FLEMING, KEITH",,,153,2006-05-09
2427,"FLEMING, MICHAEL",16085,PO,193,2015-09-01
2428,"FLEMING, PATRICK",2130,SGT,010,2015-09-01
2429,"FLEMING, PATRICK",4925,,,2015-09-01
2430,"FLEMING, PETER",6063,PO,189,2015-09-01
2431,"FLEMING, SEAN",3981,PO,015,2015-09-01
2431,"FLEMING, SEAN",,,213,2015-09-01
2432,"FLIGELMAN JR, LESTER",7607,PO,016,2015-11-14
2433,"FLIS, MARK",6252,PO,016,2008-12-05
2434,"FLISK, MARGARET",2682,SGT,009,2015-09-01
2435,"FLISK, TIMOTHY",1855,SGT,018,2015-09-01
2436,"FLOODAS, THEODORE",19124,PO,012,2015-09-01
2437,"FLORENTINO, IAN",,PO,025,2015-09-01
2438,"FLORES JR, HERMINIO",11161,PO,017,2015-09-01
2439,"FLORES, EDUARDO",17622,PO,011,2015-09-01
2440,"FLORES, FERNANDO",7155,PO,017,2015-09-01
2441,"FLORES, GABRIEL",2129,SGT,121,2015-09-01
2442,"FLORES, GABRIEL",2187,SGT,008,2015-09-01
2443,"FLORES, HECTOR",13549,PO,011,2008-12-05
2444,"FLORES, JORGE",15489,PO,012,2015-09-01
2445,"FLORES, JULIO",4461,PO,025,2008-12-05
2446,"FLORES, LINDA",233,CMDR,141,2015-03-11
2447,"FLORES, MAGNUM M",14813,PO,020,2008-12-05
2448,"FLORES, MICHAEL",7019,PO,008,2015-09-18
2449,"FLORES, MIGUEL",4075,PO,012,2015-09-01
2450,"FLORES, PHOEBE",17307,PO,006,2015-09-01
2451,"FLORES, RAMIRO",3456,PO,012,2015-09-01
2452,"FLORES, RUBEN",3689,PO,124,2015-09-01
2453,"FLORES, SAMUEL",17305,,,2015-09-01
2454,"FLORES, SERGIO",,PO,192,2015-09-01
2455,"FLORES, STEVE",19627,PO,145,2015-09-18
2455,"FLORES, STEVE",,,004,2015-09-01
2456,"FLORES, VICTOR",11981,PO,022,2015-09-18
2457,"FLOWERS, THOMAS",17249,PO,019,2015-09-01
2458,"FLYNN, MICHAEL",,,,2015-09-01
2459,"FLYNN, SEAN",15346,PO,011,2015-09-01
2460,"FOBBS, RICKEY",19818,PO,018,2015-09-01
2461,"FOERSTEL, MATTHEW",10586,PO,016,2015-09-01
2462,"FOERTSCH, JOHN",9195,PO,212,2015-03-11
2463,"FOGARTY, PETER",4072,PO,016,2006-05-09
2464,"FOGGEY, VINCENT",9768,PO,376,2015-09-18
2465,"FOLEY, DARLENE",3711,,,2006-05-09
2466,"FOLEY, JAMES",10613,PO,008,2008-12-05
2466,"FOLEY, JAMES",,,153,2015-09-01
2467,"FOLEY, LAWRENCE",1426,,,2015-09-01
2468,"FOLINO JR, JOHN",915,SGT,191,2015-09-18
2469,"FOLINO JR, JOHN",20143,,650,2015-09-18
2470,"FOLLIARD, JOHN",11585,PO,211,2015-09-01
2471,"FONG, JASON",12754,PO,006,2015-11-14
2472,"FONG, PATRICIA",15239,,,2006-05-09
2473,"FONSECA, ARTURO",10739,PO,003,2015-09-01
2474,"FONSECA, JOHNNY",9001,PO,010,2015-09-01
2475,"FONSECA, ORLANDO",9043,PO,123,2015-09-01
2476,"FONTAINE, DANIEL",8677,PO,011,2008-12-05
2477,"FONTAINE, DORA",4484,PO,008,2006-05-09
2478,"FORBERG, BRIAN",1373,SGT,212,2015-03-11
2479,"FORBES JR, TERENCE",1432,SGT,311,2006-05-09
2480,"FORBES, JOAN",20125,DET,606,2015-09-01
2481,"FORD JR, FRANK",,PO,018,2015-09-18
2482,"FORD, ARTHELIA",16176,PO,003,2015-09-01
2483,"FORD, BRYAN",17039,PO,003,2015-09-01
2484,"FORD, CHRISTI",1351,,,2015-09-01
2485,"FORD, DALE",10036,PO,024,2015-09-18
2486,"FORD, JOHN",,PO,005,2015-09-01
2487,"FORD, LOUIS",20033,,442,2008-12-05
2488,"FORD, MARIALISA",4109,PO,124,2015-09-01
2489,"FORD, RENEE",18495,PO,125,2015-09-01
2490,"FORD, TIFFANY",,PO,044,2015-03-11
2491,"FORD, VALARIE",20615,DET,620,2006-05-09
2492,"FORGUE, RONALD",380,LT,376,2015-03-11
2493,"FORGUE, RONALD",1600,,,2006-05-09
2494,"FORGUE, RONALD",,LT,376,2015-09-01
2495,"FORRESTAL, NICHOLAS",20422,,,2015-09-01
2496,"FORST, THOMAS",,PO,145,2015-09-01
2497,"FORTIER, GREGG",14600,PO,019,2008-12-05
2498,"FOSS, ROBERT",5854,PO,193,2006-05-09
2499,"FOSTER, BELINDA",18946,PO,051,2015-11-14
2500,"FOSTER, DARREN",14410,FTO,002,2006-05-09
2501,"FOSTER, DENISE",,PO,011,2015-09-01
2502,"FOSTER, HENRY",11742,PO,006,2008-12-05
2503,"FOSTER, JOHN",1240,SGT,620,2015-11-14
2504,"FOSTER, MARK",16968,PO,009,2015-09-01
2505,"FOSTER, MICHAEL",,,,2015-09-01
2506,"FOSTER, SHANITA",15548,PO,002,2015-09-01
2507,"FOSTER, SUZETTE",10227,PO,002,2015-09-01
2508,"FOUCH JR, CORDY",19814,PO,050,2015-11-14
2509,"FOUCH, NICOLE",19279,PO,005,2015-09-01
2510,"FOWLER, DEREK",10404,PO,002,2015-09-01
2511,"FOWLER, DEXTER",8862,PO,005,2008-12-05
2512,"FOWLER, KENNETH",1232,SGT,015,2006-05-09
2513,"FOWLER, NAJMA",2296,SGT,412,2015-09-01
2514,"FOWLER, NAJMA",14204,,,2015-09-01
2515,"FOWLER, TERRENCE",10032,PO,024,2015-09-01
2516,"FOX, ANNA",7156,PO,007,2015-09-01
2517,"FOX, CLYDINE",,PO,020,2015-09-01
2518,"FOX, DAVID",1654,SGT,413,2015-09-01
2519,"FOX, PHILIP",7290,PO,019,2015-09-01
2520,"FRAHM, JEFFREY",5904,PO,004,2015-09-18
2521,"FRALE, JAMES",20562,DET,606,2008-12-05
2522,"FRAM, DANIELLE",12194,PO,002,2015-09-01
2523,"FRANCHINI, TANNIA",20845,DET,079,2015-09-18
2524,"FRANCIS JR, NEIL",21040,DET,630,2015-09-01
2525,"FRANCIS, JAMES",19345,PO,004,2015-09-01
2526,"FRANCISCO, KENDRICK",,,,2015-09-01
2527,"FRANCO, ALEXANDER",10805,PO,010,2015-09-18
2528,"FRANCO, DAVID",3211,PO,543,2015-09-01
2529,"FRANCO, LINDEN",10957,PO,543,2015-09-18
2530,"FRANCONE JR, VINCENT",13869,PO,010,2015-09-18
2530,"FRANCONE JR, VINCENT",,,010,2015-09-01
2531,"FRANGELLA, CHARLES",11659,PO,002,2015-09-01
2532,"FRANK, JOHN",12863,PO,211,2015-09-01
2533,"FRANKLIN, ADRIEN",9188,PO,003,2015-03-11
2534,"FRANKLIN, NIKKI",6401,PO,012,2015-03-11
2535,"FRANKLIN, OLIVER",14394,PO,005,2015-09-01
2536,"FRANKLIN, ROBERT",15400,,,2015-09-01
2537,"FRANKO, STEPHEN",1381,SGT,008,2015-09-01
2538,"FRANKS, ROBERT",14426,PO,189,2015-09-01
2539,"FRANO JR, WAYNE",16308,PO,213,2015-09-01
2540,"FRANO, JOHN",11772,PO,213,2015-09-01
2541,"FRANO, WAYNE",,PO,019,2015-09-01
2542,"FRAUSTO, DANIEL",16366,PO,011,2015-09-18
2543,"FRAZIER III, FREDDIE",11831,,022,2015-09-01
2544,"FREAR, GARY",,PO,315,2015-09-01
2545,"FREDERICK, ROBERT",6248,PO,212,2008-12-05
2546,"FREELON, CHERYL",7428,PO,004,2015-09-01
2547,"FREEMAN, DANIEL",19212,,,2015-09-01
2548,"FREEMAN, DANIEL",20814,DET,610,2015-09-01
2549,"FREEMAN, SCOTT",1275,SGT,189,2015-09-01
2550,"FREEMAN, SHARMAUN",11568,PO,193,2015-09-01
2551,"FREENEY, CLIFFORD",4199,PO,050,2015-11-14
2552,"FREGEAU, JENNIFER",9213,PO,007,2015-09-18
2553,"FREITAG, THOMAS",10589,PO,213,2015-09-01
2554,"FRELLER, JOSEPH",11751,PO,011,2015-09-01
2555,"FRIAR, MARK",11654,PO,003,2015-09-01
2556,"FRIEDLIEB, JEFFREY",5338,PO,124,2015-09-01
2557,"FRIERSON, ANDRE",14222,PO,005,2015-09-01
2558,"FRIGO, TERRY",8585,PO,313,2008-12-05
2559,"FRILOUX, DOLLIE",11709,PO,018,2015-09-01
2560,"FROHM, JAMES",,PO,017,2015-09-01
2561,"FROLE, THOMAS",8566,PO,015,2008-12-05
2562,"FRON, KEVIN",21205,DET,610,2015-03-11
2563,"FRONCZAK, JOSEPH",16924,PO,019,2008-12-05
2564,"FROST, RAYMOND",,PO,001,2006-05-09
2565,"FRUGOLI, DONALD",6741,PO,180,2015-09-01
2566,"FRY, KEVIN",15329,PO,004,2015-09-18
2567,"FRYE, FRANCIS",5736,PO,002,2008-12-05
2568,"FUDACZ, JANE",7441,PO,008,2015-09-01
2569,"FUELLING, KEITH",13618,PO,008,2015-09-18
2570,"FUENTES, EIBAR",11862,PO,193,2015-09-01
2571,"FUENTES, HECTOR",11396,PO,008,2015-09-18
2572,"FUENTES, JOSEPH",11991,PO,006,2015-09-01
2573,"FULLER, JOHN",20341,DET,630,2015-09-01
2574,"FULLER, MELISSA",20300,DET,630,2015-09-01
2575,"FULLER, MELVIN",18534,PO,009,2015-09-01
2576,"FULLER, MICHAEL",4544,PO,004,2015-09-01
2577,"FULLMAN, KENNETH",18820,PO,002,2015-09-01
2578,"FULTON, ANTONIO",19396,PO,007,2015-09-01
2579,"FULTON, EDWARD",12724,PO,005,2008-12-05
2580,"FUMO, JAMES",2782,PO,015,2015-09-01
2581,"FUNCHES, ALEXIS",16407,,,2015-09-01
2582,"FUNCHION, NIAL",13605,PO,050,2015-09-01
2583,"FURLET, MILES",6211,PO,011,2015-09-01
2584,"FURQAN, IBN",13256,PO,011,2015-09-01
2585,"FYKES III, ARTHUR",18669,PO,211,2015-09-01
2586,"GAAL, CHRISTIAN",10228,,,2015-09-01
2587,"GAAL, KELLY",3403,,,2015-03-11
2588,"GABER, FRANK",18412,,,2008-12-05
2589,"GABLIN, ROBERT",1185,SGT,213,2015-09-18
2590,"GACEK, CHRIS",17853,PO,008,2008-12-05
2591,"GADE JR, LAWRENCE",1841,SGT,018,2015-09-01
2591,"GADE JR, LAWRENCE",,,153,2015-09-01
2592,"GADOMSKI, RAYMOND",9142,PO,353,2015-09-01
2593,"GADZIK, NATHAN",10656,PO,193,2015-09-01
2594,"GAETA, JAIME",17317,PO,312,2015-09-01
2594,"GAETA, JAIME",,,006,2015-09-01
2595,"GAFFEN, LEON",19011,PO,008,2015-09-01
2595,"GAFFEN, LEON",,,008,2015-09-01
2596,"GAFFNEY, BRIAN",6388,PO,003,2015-09-01
2597,"GAFFNEY, KYLE",6245,PO,211,2015-11-14
2598,"GAFFNEY, THOMAS",19958,PO,008,2015-09-18
2599,"GAGE, DAVID",,FTO,010,2015-09-01
2600,"GAINER, BRIAN",,,,2015-09-01
2601,"GAINER, RYAN",5232,PO,004,2015-09-01
2602,"GAINES, MICHAEL",6030,PO,004,2015-09-01
2603,"GAINES, TERONDA",5317,PO,006,2015-09-01
2604,"GAJDA, RADOSLAW",7596,PO,004,2015-09-01
2605,"GAJI, TIFFANY",13593,PO,376,2015-03-11
2606,"GALAN, ARMANDO",992,SGT,019,2008-12-05
2606,"GALAN, ARMANDO",,SGT,019,2015-09-01
2607,"GALARZA, ANGELA",5307,PO,014,2015-09-01
2608,"GALASSI, ROBERT",4548,,,2015-09-01
2608,"GALASSI, ROBERT",,,055,2015-09-01
2609,"GALDO, BELINDA",5671,PO,025,2015-09-01
2610,"GALE, MARY KATE",12287,PO,011,2015-09-01
2611,"GALE, STEVEN",3789,PO,002,2015-09-01
2612,"GALI, JUAN",12394,PO,007,2015-09-01
2613,"GALIARDO, LESLIE",9646,PO,016,2015-09-01
2614,"GALIARDO, PAUL",21251,DET,610,2015-09-01
2615,"GALICH, COLLEEN",,SGT,376,2015-09-01
2616,"GALLAGHER, DANIEL",14668,PO,019,2015-11-14
2617,"GALLAGHER, DANIEL",21123,,,2015-09-01
2618,"GALLAGHER, JAMES",13669,PO,193,2015-09-01
2619,"GALLAGHER, JAMES",19718,PO,192,2015-09-01
2620,"GALLAGHER, MATTHEW",11132,PO,011,2015-09-18
2621,"GALLAGHER, MICHAEL",1842,SGT,011,2015-09-01
2622,"GALLAGHER, MICHAEL",12713,PO,193,2015-09-01
2623,"GALLAGHER, PATRICK",6511,PO,019,2015-09-01
2624,"GALLAGLY III, HUGH",13851,PO,213,2015-09-01
2625,"GALLAPO, JOSEPH",18809,PO,020,2015-09-01
2626,"GALLARDO, SAUL",13481,PO,125,2015-09-01
2627,"GALLAS, ROBERT",17815,PO,311,2008-12-05
2628,"GALLEGOS JR, ABEL",,,704,2015-09-01
2629,"GALLEGOS, ALEJANDRO",15130,PO,020,2015-09-01
2629,"GALLEGOS, ALEJANDRO",,,011,2015-09-01
2630,"GALLEGOS, ALVARO",7920,PO,004,2015-09-18
2631,"GALLEGOS, MARCO",6385,PO,010,2015-09-01
2631,"GALLEGOS, MARCO",,,010,2015-09-18
2632,"GALLEGOS, ROBERT",19717,PO,167,2008-12-05
2633,"GALLIGAN, MICHAEL",12430,PO,011,2006-05-09
2634,"GALLOWAY, JEFFERY",18883,PO,145,2015-09-01
2635,"GALVAN JR, CHARLES",11027,PO,007,2015-09-01
2636,"GALVAN JR, WILLIAM",21789,DET,620,2015-09-01
2637,"GALVAN, NATALIA",15959,PO,004,2008-12-05
2638,"GALVAN, ROGER",13630,,010,2015-03-11
2639,"GALVEZ, CHARLETTE",9425,PO,014,2015-09-01
2640,"GALVIN, KENNETH",17725,PO,189,2015-09-01
2641,"GAMBLE, TYRONE",4973,PO,011,2015-09-01
