officer_id,crid,gender,race,race_edit,star,birth_year
9047,1066993,F,BLACK,Black,3026,
7645,1066997,F,WHITE,White,19530,
6613,1067027,M,WHITE,White,6072,
9027,1067027,M,WHITE HISPANIC,White/Hispanic,19986,
640,1067052,F,BLACK,Black,8969,
9441,1067052,M,BLACK,Black,6517,
662,1067056,M,WHITE,White,16923,
192,1067088,M,BLACK,Black,11348,
8458,1067181,F,BLACK,Black,18627,
144,1067194,M,ASIAN/PACIFIC ISLANDER,Asian,10081,
4288,1067194,M,WHITE,White,305,
4589,1067194,M,SPANISH (DO NOT USE),Hispanic,6774,
6633,1067194,M,SPANISH (DO NOT USE),Hispanic,7148,
6930,1067194,M,SPANISH (DO NOT USE),Hispanic,13879,
7155,1067194,M,SPANISH (DO NOT USE),Hispanic,7573,
6319,1067201,F,WHITE,White,3083,
5419,1067204,F,BLACK,Black,2583,
241,1067217,M,SPANISH (DO NOT USE),Hispanic,8812,
9466,1067233,M,WHITE,White,3827,
8305,1067272,M,SPANISH (DO NOT USE),Hispanic,14319,
9532,1067272,M,SPANISH (DO NOT USE),Hispanic,4325,
2166,1067276,M,WHITE,White,1649,
2389,1067276,F,WHITE,White,11887,
8982,1067276,M,WHITE,White,1070,
9408,1067276,M,SPANISH (DO NOT USE),Hispanic,,
300,1067292,M,SPANISH (DO NOT USE),Hispanic,4112,
6995,1067292,M,WHITE,White,3307,
0,1067300,M,WHITE,White,,
8447,1067349,M,BLACK,Black,19676,
0,1067393,M,WHITE,White,,
2036,1067418,F,WHITE,White,789,
2862,1067418,M,WHITE,White,1611,
9055,1067418,M,BLACK,Black,2294,
9528,1067418,F,SPANISH (DO NOT USE),Hispanic,9706,
915,1067425,M,WHITE,White,8204,
6466,1067436,M,WHITE,White,15256,
9022,1067436,F,BLACK,Black,,
1387,1067465,M,WHITE,White,12710,
5810,1067465,M,WHITE,White,18776,
9588,1067494,M,BLACK,Black,919,
9544,1067502,M,ASIAN/PACIFIC ISLANDER,Asian,19581,
7265,1067526,M,WHITE,White,1969,
531,1067550,F,SPANISH (DO NOT USE),Hispanic,12254,
7843,1067550,M,WHITE,White,4443,
1303,1067553,M,ASIAN/PACIFIC ISLANDER,Asian,6371,
9621,1067611,F,WHITE,White,11460,
4101,1067615,M,BLACK,Black,15477,
4844,1067615,M,BLACK,Black,14547,
5480,1067615,M,BLACK,Black,4382,
5481,1067615,M,ASIAN/PACIFIC ISLANDER,Asian,13662,
6400,1067615,F,BLACK,Black,13301,
6603,1067615,M,BLACK,Black,17123,
7455,1067615,M,BLACK,Black,4772,
4973,1067622,F,BLACK,Black,6629,
6508,1067622,M,WHITE,White,8384,
8991,1067622,F,BLACK,Black,15625,
9110,1067622,M,WHITE,White,9917,
2778,1067628,M,WHITE,White,16035,
3256,1067628,M,BLACK,Black,2506,
4019,1067628,M,WHITE,White,5689,
5111,1067628,M,WHITE,White,15180,
6634,1067628,M,WHITE,White,19605,
7906,1067628,M,WHITE,White,11254,
8607,1067628,M,WHITE,White,5743,
9101,1067628,M,WHITE,White,12393,
9138,1067628,M,BLACK,Black,19493,
2231,1067646,M,SPANISH (DO NOT USE),Hispanic,2295,
9623,1067654,F,BLACK,Black,15311,
9102,1067691,F,WHITE,White,1023,
3621,1067714,F,BLACK,Black,17426,
6411,1067748,M,WHITE,White,15445,
7097,1067748,M,SPANISH (DO NOT USE),Hispanic,16347,
8285,1067748,M,WHITE,White,11651,
2478,1067758,M,WHITE,White,1373,
6673,1067759,M,SPANISH (DO NOT USE),Hispanic,5621,
9460,1067759,M,SPANISH (DO NOT USE),Hispanic,5050,
9489,1067759,M,WHITE,White,2079,
5079,1067778,F,WHITE,White,19710,
3500,1067791,F,BLACK,Black,7172,
8968,1067791,F,BLACK,Black,14445,
192,1067807,M,BLACK,Black,11348,
616,1067807,M,WHITE,White,18408,
935,1067807,F,BLACK,Black,6690,
5399,1067807,M,BLACK,Black,14241,
6134,1067807,M,SPANISH (DO NOT USE),Hispanic,2220,
6205,1067807,M,SPANISH (DO NOT USE),Hispanic,17181,
7144,1067807,M,SPANISH (DO NOT USE),Hispanic,11256,
8135,1067807,M,WHITE,White,4980,
8502,1067807,M,BLACK,Black,13828,
8900,1067807,M,WHITE,White,12307,
9236,1067813,M,WHITE,White,,
3459,1067864,M,WHITE,White,248,
9440,1067864,M,WHITE,White,1990,
561,1067876,M,WHITE,White,19823,
769,1067876,M,WHITE,White,19140,
1749,1067876,M,WHITE,White,3404,
2470,1067876,M,WHITE,White,11585,
3348,1067876,M,SPANISH (DO NOT USE),Hispanic,16811,
4081,1067876,M,WHITE,White,21505,
4336,1067876,M,WHITE,White,11945,
4351,1067876,M,WHITE,White,16282,
6038,1067876,M,WHITE,White,2107,
7409,1067876,M,WHITE,White,15345,
9616,1067941,M,BLACK,Black,,
0,1067982,F,WHITE,White,,
5857,1068001,M,BLACK,Black,18420,
1178,1068033,M,SPANISH (DO NOT USE),Hispanic,21273,
8515,1068033,M,BLACK,Black,20076,
332,1068041,M,WHITE,White,13052,
9160,1068041,M,WHITE,White,3268,
8840,1068048,M,WHITE,White,2013,
9583,1068048,F,BLACK,Black,7064,
5121,1068060,M,BLACK,Black,4735,
7144,1068060,M,SPANISH (DO NOT USE),Hispanic,11256,
113,1068062,M,ASIAN/PACIFIC ISLANDER,Asian,8030,
1244,1068062,M,BLACK,Black,19890,
6506,1068062,F,WHITE,White,6298,
9606,1068070,F,WHITE,White,10384,
5691,1068071,M,WHITE,White,9877,
0,1068087,M,SPANISH (DO NOT USE),Hispanic,,
9604,1068189,M,WHITE,White,,
235,1068191,M,ASIAN/PACIFIC ISLANDER,Asian,7455,
382,1068191,M,WHITE,White,6772,
421,1068191,M,SPANISH (DO NOT USE),Hispanic,18287,
428,1068191,M,WHITE,White,8774,
1417,1068191,M,BLACK,Black,13056,
1463,1068191,M,WHITE,White,7975,
1975,1068191,M,SPANISH (DO NOT USE),Hispanic,14725,
2022,1068191,M,WHITE,White,6573,
4551,1068191,M,WHITE,White,3600,
6043,1068191,M,WHITE,White,7915,
6054,1068191,M,WHITE,White,1686,
8167,1068191,M,WHITE,White,7350,
8627,1068191,M,BLACK,Black,12544,
9308,1068191,M,WHITE,White,,
6083,1068193,M,BLACK,Black,1313,
2809,1068207,M,WHITE,White,850,
6206,1068253,M,SPANISH (DO NOT USE),Hispanic,14058,
0,1068255,F,WHITE,White,,
9033,1068258,F,BLACK,Black,11026,
9044,1068258,M,WHITE,White,15618,
6542,1068270,M,SPANISH (DO NOT USE),Hispanic,15722,
7010,1068270,M,WHITE,White,13698,
8941,1068270,M,SPANISH (DO NOT USE),Hispanic,2348,
746,1068273,M,WHITE,White,18866,
1047,1068273,M,WHITE,White,13194,
1576,1068273,M,WHITE,White,19328,
2627,1068273,M,WHITE,White,17815,
3962,1068273,M,WHITE,White,1055,
5990,1068273,M,WHITE,White,8802,
6411,1068273,M,WHITE,White,15445,
6537,1068273,M,SPANISH (DO NOT USE),Hispanic,12261,
7097,1068273,M,SPANISH (DO NOT USE),Hispanic,16347,
7691,1068273,M,SPANISH (DO NOT USE),Hispanic,18764,
3207,1068274,M,BLACK,Black,4110,
2036,1068301,F,WHITE,White,789,
5215,1068308,M,SPANISH (DO NOT USE),Hispanic,666,
9250,1068308,F,WHITE,White,1923,
504,1068309,F,WHITE,White,12183,
1516,1068309,M,SPANISH (DO NOT USE),Hispanic,11155,
4376,1068309,M,WHITE,White,15916,
5672,1068309,F,WHITE,White,16481,
5904,1068309,M,WHITE,White,1560,
8230,1068309,M,WHITE HISPANIC,White/Hispanic,17659,
4085,1068340,M,WHITE,White,10841,
6240,1068340,M,WHITE,White,5971,
9265,1068340,M,BLACK,Black,7772,
5234,1068352,M,SPANISH (DO NOT USE),Hispanic,2119,
8950,1068352,M,SPANISH (DO NOT USE),Hispanic,2017,
9351,1068352,M,WHITE,White,4284,
3712,1068381,M,WHITE,White,2675,
5090,1068381,M,WHITE,White,298,
6178,1068381,M,SPANISH (DO NOT USE),Hispanic,4670,
9320,1068381,M,WHITE,White,386,
1079,1068385,F,SPANISH (DO NOT USE),Hispanic,17889,
9064,1068385,M,WHITE,White,18434,
4669,1068395,M,SPANISH (DO NOT USE),Hispanic,10975,
4729,1068395,M,WHITE,White,1630,
9209,1068395,F,BLACK,Black,19021,
4582,1068397,F,SPANISH (DO NOT USE),Hispanic,8939,
129,1068406,M,SPANISH (DO NOT USE),Hispanic,9253,
1064,1068406,M,SPANISH (DO NOT USE),Hispanic,19690,
8767,1068406,M,BLACK,Black,9900,
9243,1068406,F,WHITE,White,2116,
7556,1068457,M,WHITE,White,16505,
1420,1068475,M,BLACK,Black,8619,
6372,1068475,M,WHITE,White,12253,
9039,1068485,M,SPANISH (DO NOT USE),Hispanic,13693,
4122,1068486,M,WHITE,White,1568,
9462,1068486,M,BLACK,Black,6270,
1416,1068494,M,WHITE,White,1233,
9196,1068494,M,WHITE,White,1580,
9622,1068494,M,SPANISH (DO NOT USE),Hispanic,1770,
1997,1068506,F,BLACK,Black,4346,
3583,1068506,F,BLACK,Black,17011,
9280,1068587,M,WHITE,White,14521,
294,1068614,M,WHITE,White,17199,
1538,1068614,M,SPANISH (DO NOT USE),Hispanic,18443,
2343,1068614,M,SPANISH (DO NOT USE),Hispanic,12335,
3075,1068614,M,WHITE,White,14029,
3897,1068614,M,BLACK,Black,18674,
4157,1068614,M,WHITE,White,715,
7508,1068614,F,BLACK,Black,14517,
713,1068634,M,WHITE,White,4482,
6506,1068634,F,WHITE,White,6298,
6573,1068634,M,WHITE,White,7442,
6664,1068634,M,ASIAN/PACIFIC ISLANDER,Asian,17832,
4844,1068664,M,BLACK,Black,14547,
806,1068770,M,BLACK,Black,2404,
2334,1068770,M,WHITE,White,14213,
1382,1068794,M,BLACK,Black,2901,
3402,1068794,M,WHITE,White,1612,
6117,1068794,M,BLACK,Black,11773,
1889,1068851,M,BLACK,Black,9036,
4468,1068851,M,BLACK,Black,18950,
6236,1068851,M,BLACK,Black,15422,
9168,1068875,M,WHITE,White,1547,
582,1068907,M,WHITE,White,11126,
746,1068907,M,WHITE,White,18866,
1047,1068907,M,WHITE,White,13194,
1335,1068907,M,WHITE,White,12914,
2627,1068907,M,WHITE,White,17815,
5990,1068907,M,WHITE,White,8802,
7691,1068907,M,SPANISH (DO NOT USE),Hispanic,18764,
9360,1068914,F,WHITE,White,14539,
1274,1068926,M,WHITE,White,7206,
5130,1068926,M,WHITE,White,6435,
5229,1068926,M,SPANISH (DO NOT USE),Hispanic,16044,
5910,1068926,M,WHITE,White,4084,
8203,1068926,M,SPANISH (DO NOT USE),Hispanic,12126,
8573,1068926,M,WHITE,White,6581,
9168,1069025,M,WHITE,White,1547,
1793,1069039,F,WHITE,White,5582,
2715,1069039,M,SPANISH (DO NOT USE),Hispanic,18414,
3325,1069039,F,BLACK,Black,12071,
4150,1069039,M,BLACK,Black,6110,
2561,1069051,M,WHITE,White,8566,
8620,1069070,F,BLACK,Black,18729,
385,1069082,M,BLACK,Black,18267,
1739,1069082,M,AMER IND/ALASKAN NATIVE,Native American,5667,
3973,1069082,M,WHITE,White,1539,
5147,1069082,M,WHITE,White,9814,
5772,1069082,M,WHITE,White,18395,
7403,1069082,M,WHITE,White,7869,
7674,1069082,M,WHITE,White,10963,
9290,1069082,M,BLACK,Black,17728,
9448,1069082,M,WHITE,White,13098,
5456,1069174,M,WHITE,White,2150,
6869,1069176,M,SPANISH (DO NOT USE),Hispanic,13897,
6878,1069176,M,SPANISH (DO NOT USE),Hispanic,5978,
8990,1069176,M,WHITE,White,2026,
6658,1069179,M,SPANISH (DO NOT USE),Hispanic,15014,
2845,1069191,M,WHITE,White,470,
5925,1069221,M,SPANISH (DO NOT USE),Hispanic,2208,
3833,1069222,M,BLACK,Black,10864,
7094,1069222,M,SPANISH (DO NOT USE),Hispanic,6567,
8016,1069222,F,WHITE HISPANIC,White/Hispanic,4422,
9321,1069222,M,WHITE,White,10342,
9402,1069222,M,WHITE,White,17864,
8998,1069257,M,SPANISH (DO NOT USE),Hispanic,17504,
4557,1069260,M,ASIAN/PACIFIC ISLANDER,Asian,5260,
9135,1069260,M,WHITE,White,17973,
8091,1069262,M,WHITE,White,2128,
6517,1069279,M,WHITE,White,14991,
8007,1069306,M,SPANISH (DO NOT USE),Hispanic,2231,
3032,1069324,F,WHITE,White,1061,
2611,1069335,M,BLACK,Black,3789,
3705,1069362,M,WHITE,White,19010,
2068,1069376,F,SPANISH (DO NOT USE),Hispanic,16368,
6480,1069376,M,WHITE,White,18692,
3598,1069388,F,AMER IND/ALASKAN NATIVE,Native American,9861,
8241,1069410,F,WHITE HISPANIC,White/Hispanic,16841,
9178,1069417,F,BLACK,Black,18759,
4885,1069432,M,SPANISH (DO NOT USE),Hispanic,7973,
4483,1069445,M,BLACK,Black,20309,
5865,1069445,M,WHITE,White,10925,
8338,1069448,M,WHITE,White,555,
7748,1069455,M,WHITE,White,2767,
3840,1069462,M,BLACK,Black,815,
6676,1069466,M,WHITE,White,193,
673,1069518,M,BLACK,Black,1751,
3356,1069518,F,SPANISH (DO NOT USE),Hispanic,12288,
4941,1069518,M,WHITE,White,18807,
5419,1069518,F,BLACK,Black,2583,
5462,1069518,F,SPANISH (DO NOT USE),Hispanic,4173,
6826,1069518,M,SPANISH (DO NOT USE),Hispanic,18834,
8185,1069518,M,BLACK,Black,7927,
8254,1069518,M,SPANISH (DO NOT USE),Hispanic,5566,
8265,1069518,M,SPANISH (DO NOT USE),Hispanic,17667,
8698,1069518,M,WHITE,White,8712,
8891,1069518,M,WHITE,White,2381,
9316,1069518,M,WHITE,White,14084,
7810,1069521,F,WHITE,White,16115,
8943,1069521,F,SPANISH (DO NOT USE),Hispanic,18341,
249,1069528,F,AMER IND/ALASKAN NATIVE,Native American,4942,
6799,1069528,M,BLACK,Black,9426,
2718,1069613,M,WHITE,White,8667,
1113,1069617,M,SPANISH (DO NOT USE),Hispanic,9021,
1520,1069639,F,BLACK,Black,12241,
4637,1069690,M,WHITE,White,12602,
2638,1069700,M,SPANISH (DO NOT USE),Hispanic,13630,
4594,1069700,M,SPANISH (DO NOT USE),Hispanic,8935,
8870,1069700,F,SPANISH (DO NOT USE),Hispanic,13528,
9364,1069700,M,SPANISH (DO NOT USE),Hispanic,9868,
2388,1069702,M,WHITE,White,12926,
9521,1069705,M,SPANISH (DO NOT USE),Hispanic,14499,
7499,1069725,M,WHITE,White,823,
1042,1069752,M,BLACK,Black,15020,
0,1069798,M,SPANISH (DO NOT USE),Hispanic,,
2273,1069825,M,BLACK,Black,443,
9057,1069863,M,WHITE,White,11190,
1096,1069864,M,WHITE,White,8980,
9070,1069864,F,WHITE,White,1429,
9268,1069864,M,WHITE,White,17200,
9407,1069864,M,SPANISH (DO NOT USE),Hispanic,1013,
3529,1069870,M,BLACK,Black,14223,
9097,1069870,M,WHITE,White,22.00,
6947,1069946,F,SPANISH (DO NOT USE),Hispanic,15539,
6642,1070041,M,WHITE,White,17201,
9565,1070041,M,ASIAN/PACIFIC ISLANDER,Asian,7774,
5598,1070053,M,WHITE,White,1480,
1171,1070128,M,WHITE,White,191,
3356,1070128,F,SPANISH (DO NOT USE),Hispanic,12288,
6280,1070128,M,WHITE,White,2278,
957,1070130,M,WHITE,White,20082,
1792,1070130,M,WHITE,White,19446,
6000,1070130,M,WHITE,White,19731,
4728,1070159,M,WHITE,White,10606,
9493,1070159,M,WHITE HISPANIC,White/Hispanic,7962,
9664,1070159,F,BLACK,Black,468,
6464,1070210,M,BLACK,Black,18775,
8934,1070210,M,WHITE,White,21340,
9464,1070210,M,WHITE,White,,
8930,1070219,F,WHITE HISPANIC,White/Hispanic,17627,
9159,1070219,M,WHITE,White,17780,
4341,1070239,M,WHITE,White,17293,
8957,1070239,F,WHITE,White,8291,
9509,1070239,F,WHITE,White,16403,
9578,1070239,M,ASIAN/PACIFIC ISLANDER,Asian,7353,
6913,1070257,M,SPANISH (DO NOT USE),Hispanic,15673,
0,1070340,M,WHITE,White,,
6461,1070354,M,BLACK,Black,1646,
5098,1070359,M,WHITE,White,278,
9513,1070363,F,WHITE,White,20067,
605,1070370,M,SPANISH (DO NOT USE),Hispanic,794,
228,1070413,M,WHITE,White,19692,
1375,1070413,M,WHITE,White,11509,
7026,1070413,M,WHITE,White,13731,
7499,1070413,M,WHITE,White,823,
9627,1070428,M,WHITE,White,2550,
9430,1070446,M,WHITE HISPANIC,White/Hispanic,18389,
4226,1070528,F,WHITE,White,15458,
9207,1070528,M,SPANISH (DO NOT USE),Hispanic,11628,
6523,1070532,F,SPANISH (DO NOT USE),Hispanic,3716,
884,1070559,F,WHITE,White,20587,
7095,1070573,M,SPANISH (DO NOT USE),Hispanic,10797,
7837,1070606,M,WHITE,White,1922,
9222,1070613,F,WHITE,White,,
51,1070643,M,WHITE HISPANIC,White/Hispanic,8039,
88,1070643,M,SPANISH (DO NOT USE),Hispanic,13934,
1078,1070643,M,SPANISH (DO NOT USE),Hispanic,17637,
2530,1070643,M,WHITE,White,13869,
3339,1070643,M,SPANISH (DO NOT USE),Hispanic,9645,
4658,1070643,M,WHITE,White,2361,
5063,1070643,F,WHITE,White,19204,
5516,1070643,M,WHITE,White,5381,
6531,1070643,M,SPANISH (DO NOT USE),Hispanic,17441,
6765,1070643,M,SPANISH (DO NOT USE),Hispanic,6396,
7088,1070643,M,ASIAN/PACIFIC ISLANDER,Asian,12065,
7170,1070643,M,SPANISH (DO NOT USE),Hispanic,7059,
7966,1070643,F,WHITE,White,12804,
8951,1070643,M,WHITE HISPANIC,White/Hispanic,11530,
9187,1070643,M,SPANISH (DO NOT USE),Hispanic,9358,
227,1070661,M,WHITE,White,13961,
3175,1070691,M,WHITE,White,4780,
4030,1070691,M,WHITE,White,16411,
7686,1070691,M,WHITE,White,4460,
8138,1070701,M,WHITE,White,1615,
1743,1070730,M,WHITE,White,199,
4284,1070730,M,BLACK,Black,9936,
9190,1070744,M,WHITE,White,4916,
251,1070746,F,BLACK,Black,4673,
3837,1070746,M,BLACK,Black,3610,
6739,1070746,F,WHITE,White,13154,
7972,1070746,M,ASIAN/PACIFIC ISLANDER,Asian,8432,
9488,1070746,F,WHITE,White,8846,
8963,1070784,M,WHITE,White,,
9288,1070784,M,BLACK,Black,16235,
169,1070792,M,SPANISH (DO NOT USE),Hispanic,14302,
9179,1070792,F,SPANISH (DO NOT USE),Hispanic,2305,
2306,1070799,F,BLACK,Black,17031,
6832,1070821,M,WHITE,White,7356,
6858,1070821,M,SPANISH (DO NOT USE),Hispanic,5099,
1795,1070824,M,WHITE,White,1489,
0,1070900,M,WHITE,White,,
7775,1070911,M,BLACK,Black,2660,
9328,1071088,M,WHITE,White,20238,
9553,1071088,F,SPANISH (DO NOT USE),Hispanic,8375,
681,1071101,M,WHITE HISPANIC,White/Hispanic,7430,
874,1071141,M,WHITE,White,12212,
1152,1071141,M,BLACK,Black,5068,
4408,1071141,M,BLACK,Black,18858,
4426,1071141,M,WHITE,White,6129,
4447,1071141,M,WHITE,White,7736,
4926,1071141,M,SPANISH (DO NOT USE),Hispanic,13880,
4930,1071141,M,SPANISH (DO NOT USE),Hispanic,11782,
5733,1071141,M,SPANISH (DO NOT USE),Hispanic,19811,
6018,1071141,F,WHITE,White,15377,
6059,1071141,M,WHITE,White,4904,
8133,1071141,M,SPANISH (DO NOT USE),Hispanic,15050,
8563,1071141,M,WHITE,White,5363,
1558,1071149,M,BLACK,Black,12716,
3397,1071149,M,BLACK,Black,4747,
8170,1071207,F,SPANISH (DO NOT USE),Hispanic,8413,
5425,1071219,M,SPANISH (DO NOT USE),Hispanic,6131,
490,1071226,M,BLACK,Black,19019,
2343,1071226,M,SPANISH (DO NOT USE),Hispanic,12335,
3815,1071226,M,BLACK,Black,3471,
914,1071279,M,WHITE,White,11138,
3071,1071279,M,WHITE,White,2020,
3982,1071279,M,WHITE,White,771,
5020,1071279,M,WHITE,White,20967,
5595,1071279,M,WHITE,White,19416,
9095,1071279,M,BLACK,Black,10584,
9327,1071279,F,WHITE,White,4740,
9400,1071279,M,WHITE,White,95.00,
9434,1071279,M,WHITE,White,3377,
9566,1071279,M,WHITE,White,2140,
1225,1071283,M,SPANISH (DO NOT USE),Hispanic,13354,
2221,1071283,F,BLACK,Black,9029,
7027,1071283,M,WHITE,White,12061,
9032,1071283,M,BLACK,Black,16086,
4954,1071303,F,WHITE,White,6353,
5940,1071319,M,WHITE,White,17530,
9153,1071322,M,SPANISH (DO NOT USE),Hispanic,5596,
646,1071330,M,WHITE,White,10494,
5725,1071330,M,WHITE,White,12930,
6552,1071330,M,WHITE HISPANIC,White/Hispanic,12622,
9019,1071330,M,WHITE,White,13632,
9193,1071330,M,WHITE,White,2772,
9629,1071355,M,WHITE,White,1526,
1892,1071486,M,BLACK,Black,19152,
6264,1071486,M,WHITE,White,13633,
7507,1071486,M,BLACK,Black,7872,
9684,1071486,F,WHITE,White,9233,
1891,1071499,M,BLACK,Black,16475,
4804,1071499,M,WHITE,White,12974,
3501,1071517,M,BLACK,Black,6872,
7019,1071517,M,SPANISH (DO NOT USE),Hispanic,14479,
3465,1071609,M,BLACK,Black,8149,
9262,1071609,M,WHITE,White,4498,
9585,1071609,M,WHITE,White,17500,
9522,1071616,M,SPANISH (DO NOT USE),Hispanic,1447,
4549,1071629,M,WHITE,White,18650,
5304,1071629,F,WHITE,White,14681,
1523,1071631,M,SPANISH (DO NOT USE),Hispanic,11039,
7987,1071631,M,ASIAN/PACIFIC ISLANDER,Asian,6859,
1375,1071672,M,WHITE,White,11509,
2298,1071672,M,SPANISH (DO NOT USE),Hispanic,13070,
3244,1071672,M,WHITE,White,17757,
3404,1071672,M,WHITE,White,3766,
3728,1071672,M,WHITE,White,6803,
6169,1071672,M,BLACK,Black,1667,
6295,1071672,M,BLACK,Black,14650,
7026,1071672,M,WHITE,White,13731,
7499,1071672,M,WHITE,White,823,
8881,1071672,M,SPANISH (DO NOT USE),Hispanic,8928,
9080,1071672,M,WHITE,White,195,
425,1071711,F,WHITE,White,13036,
9605,1071711,F,BLACK,Black,7726,
924,1071723,M,WHITE,White,3267,
1247,1071733,M,WHITE,White,18746,
2026,1071733,M,SPANISH (DO NOT USE),Hispanic,18356,
2359,1071733,M,WHITE,White,11684,
2422,1071733,M,WHITE,White,18533,
2854,1071733,M,WHITE,White,5771,
3365,1071733,M,WHITE HISPANIC,White/Hispanic,17152,
4174,1071733,M,WHITE,White,7043,
9405,1071733,M,SPANISH (DO NOT USE),Hispanic,10490,
9431,1071733,M,WHITE,White,7885,
9648,1071733,M,WHITE,White,18975,
9085,1071740,M,BLACK,Black,4742,
9139,1071740,M,BLACK,Black,17173,
9381,1071740,M,WHITE,White,19045,
9681,1071740,M,BLACK,Black,17979,
3723,1071829,F,WHITE,White,17582,
9021,1071841,F,BLACK,Black,2465,
2670,1071843,F,SPANISH (DO NOT USE),Hispanic,11857,
9225,1071843,F,WHITE,White,2113,
9285,1071843,M,BLACK,Black,8539,
9490,1071843,M,SPANISH (DO NOT USE),Hispanic,10721,
9609,1071843,M,WHITE,White,6183,
3287,1071850,M,BLACK,Black,9622,
9502,1071850,F,BLACK,Black,2366,
146,1071853,M,WHITE,White,13832,
243,1071853,M,SPANISH (DO NOT USE),Hispanic,15598,
373,1071853,M,WHITE,White,15937,
974,1071853,M,WHITE,White,5304,
1164,1071853,M,SPANISH (DO NOT USE),Hispanic,7229,
2324,1071853,M,WHITE,White,15220,
2377,1071853,F,WHITE,White,16232,
5628,1071853,M,WHITE,White,719,
5953,1071853,M,SPANISH (DO NOT USE),Hispanic,9748,
6270,1071853,M,BLACK,Black,12045,
9121,1071853,M,WHITE,White,10529,
9640,1071853,F,WHITE,White,1433,
1278,1071880,F,WHITE,White,2181,
4093,1071886,M,ASIAN/PACIFIC ISLANDER,Asian,2910,
9476,1071886,M,WHITE,White,15646,
9495,1071886,M,WHITE,White,18474,
9692,1071886,M,ASIAN/PACIFIC ISLANDER,Asian,17618,
2207,1071905,M,WHITE,White,4941,
2532,1071905,M,WHITE,White,12863,
4506,1071968,M,ASIAN/PACIFIC ISLANDER,Asian,9601,
5875,1071968,M,SPANISH (DO NOT USE),Hispanic,14561,
9002,1071968,M,BLACK,Black,17777,
9302,1071968,M,WHITE,White,17785,
2171,1071986,M,WHITE,White,14948,
5383,1071992,M,WHITE HISPANIC,White/Hispanic,7699,
8215,1071992,M,SPANISH (DO NOT USE),Hispanic,7624,
4609,1072046,M,SPANISH (DO NOT USE),Hispanic,9378,
9084,1072046,M,BLACK,Black,11662,
9583,1072098,F,BLACK,Black,7064,
1806,1072128,M,SPANISH (DO NOT USE),Hispanic,15612,
2593,1072128,M,WHITE,White,10656,
4091,1072128,M,WHITE,White,10398,
4601,1072128,M,SPANISH (DO NOT USE),Hispanic,11943,
4945,1072128,M,BLACK,Black,3698,
9527,1072138,M,SPANISH (DO NOT USE),Hispanic,14073,
1576,1072148,M,WHITE,White,19328,
3962,1072148,M,WHITE,White,1055,
6537,1072148,M,SPANISH (DO NOT USE),Hispanic,12261,
7097,1072148,M,SPANISH (DO NOT USE),Hispanic,16347,
7425,1072148,M,SPANISH (DO NOT USE),Hispanic,10522,
7918,1072148,M,WHITE,White,10523,
8285,1072148,M,WHITE,White,11651,
4062,1072169,M,WHITE,White,6481,
5827,1072169,M,WHITE,White,14174,
6055,1072169,M,WHITE,White,13413,
9164,1072169,M,WHITE,White,1487,
9279,1072169,M,WHITE,White,10019,
2287,1072170,M,WHITE,White,18572,
8751,1072198,M,WHITE,White,19681,
9611,1072201,M,WHITE,White,,
9274,1072319,F,WHITE HISPANIC,White/Hispanic,17161,
4679,1072367,M,WHITE,White,18829,
299,1072382,M,WHITE,White,2148,
6203,1072408,M,SPANISH (DO NOT USE),Hispanic,10546,
1326,1072409,M,WHITE,White,1329,
5056,1072409,M,WHITE,White,1077,
9073,1072409,M,WHITE,White,267,
9091,1072414,M,SPANISH (DO NOT USE),Hispanic,5587,
9120,1072414,M,WHITE,White,1805,
9421,1072414,M,BLACK,Black,19052,
9413,1072418,F,ASIAN/PACIFIC ISLANDER,Asian,19888,
2190,1072449,M,BLACK,Black,19158,
4941,1072449,M,WHITE,White,18807,
8978,1072449,M,WHITE,White,13627,
9455,1072449,M,ASIAN/PACIFIC ISLANDER,Asian,10629,
334,1072482,M,WHITE,White,14366,
3708,1072482,M,WHITE,White,5965,
9147,1072482,M,ASIAN/PACIFIC ISLANDER,Asian,19079,
1023,1072519,M,WHITE,White,15700,
2039,1072519,M,WHITE,White,12445,
2041,1072519,M,WHITE,White,12264,
2745,1072519,M,WHITE,White,14437,
7052,1072519,M,WHITE,White,2038,
8029,1072519,M,SPANISH (DO NOT USE),Hispanic,17963,
8884,1072519,M,WHITE,White,8849,
8893,1072519,M,SPANISH (DO NOT USE),Hispanic,11439,
268,1072527,M,WHITE,White,1907,
1737,1072527,M,WHITE,White,9732,
3808,1072527,M,WHITE,White,14518,
5101,1072527,M,WHITE,White,18352,
5734,1072527,M,SPANISH (DO NOT USE),Hispanic,6002,
7063,1072527,M,WHITE,White,11974,
9000,1072527,M,WHITE,White,17089,
9366,1072527,M,WHITE,White,18440,
9542,1072527,M,WHITE,White,2621,
2336,1072531,M,WHITE,White,6664,
4785,1072531,M,WHITE,White,17571,
5224,1072531,M,SPANISH (DO NOT USE),Hispanic,14333,
6377,1072531,M,WHITE,White,4190,
6431,1072531,M,WHITE,White,13489,
6962,1072531,M,WHITE,White,11430,
7332,1072531,M,SPANISH (DO NOT USE),Hispanic,19384,
8037,1072531,M,WHITE HISPANIC,White/Hispanic,11392,
8370,1072531,M,BLACK,Black,18342,
7978,1072539,M,SPANISH (DO NOT USE),Hispanic,17384,
